id,username,email,role,manager,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
123,mahitha,mahitha@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4440.51,10647,2024-11-24,19:07:30,61.986402,-20.250956,0,7,32.2
124,kruthika,kruthika@gmail.com,Fleet Manager,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1668.42,20858,2024-06-24,00:41:36,12.741482,26.608206,0,25,106.25
125,abhishek,abhishek@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3898.65,66362,2024-06-17,01:46:53,6.57223,-117.01099,1,90,423.0
126,shree,shree@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4296.87,81923,2024-07-26,06:59:33,-64.403431,-76.876468,0,63,305.55
127,divya,divya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4379.88,65356,2024-04-28,08:24:14,76.14143,-90.058616,0,34,164.9
128,manisha,manisha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1978.02,35938,2024-08-25,04:48:32,52.673329,62.240991,1,64,310.4
129,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3042.86,51463,2024-04-28,14:55:40,76.324904,-127.206749,0,20,90.0
130,ram,ram@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1782.41,96447,2024-10-02,01:19:59,-4.769235,-143.186905,1,1,4.25
131,sanasya,sanasya@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4147.32,74420,2024-06-06,18:37:31,9.457297,-159.215716,0,75,318.75
132,akshaya,akshaya@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2919.62,79007,2024-03-05,19:14:18,-87.020895,77.293591,0,25,115.0
133,mahitha,mahitha@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1159.07,07741,2024-11-11,20:00:47,-54.857534,166.511276,1,6,28.2
134,kruthika,kruthika@gmail.com,Fleet Manager,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4228.89,26764,2024-09-24,20:23:03,14.643139,121.903875,1,46,216.2
135,abhishek,abhishek@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4039.84,31033,2024-01-06,15:32:40,65.345213,85.516126,1,39,179.4
136,shree,shree@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3123.13,81766,2024-03-21,04:22:06,-79.994579,164.285702,0,83,402.55
137,divya,divya@gmail.com,Fleet Manager,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1093.23,81985,2024-11-19,00:18:56,-42.712533,-148.979125,0,64,300.8
138,manisha,manisha@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3733.3,80333,2024-06-28,01:48:42,-61.1769,61.439504,0,43,182.75
139,teja,teja@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1061.38,15264,2024-09-25,09:01:07,54.590819,-178.623209,1,71,301.75
140,ram,ram@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4378.94,23248,2024-05-24,18:00:03,-56.919445,-91.364035,0,57,267.9
141,sanasya,sanasya@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4670.88,28318,2024-08-19,18:55:34,79.847045,-70.563244,1,81,372.6
142,akshaya,akshaya@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4338.23,24983,2024-07-20,09:37:15,63.43821,143.132862,0,77,354.2
143,mahitha,mahitha@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2630.15,65485,2024-04-28,23:38:51,12.148191,-9.32224,0,94,432.4
144,kruthika,kruthika@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3149.14,42715,2024-10-06,19:22:24,59.910135,-166.67808,1,81,364.5
145,abhishek,abhishek@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3384.38,74492,2024-10-12,14:00:43,30.322657,10.614376,0,41,192.7
146,shree,shree@gmail.com,Fleet Manager,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1972.47,10054,2024-04-15,11:51:44,-25.05071,93.885563,0,41,198.85
147,divya,divya@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3981.99,58896,2024-09-04,10:00:59,-48.186888,132.550191,0,100,470.0
148,manisha,manisha@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4672.88,81875,2024-01-06,21:17:21,-79.576944,-105.446055,0,21,98.7
149,teja,teja@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2417.07,69555,2024-06-18,16:55:01,86.828892,-33.65921,0,29,133.4
150,ram,ram@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4333.55,05220,2024-10-31,11:41:23,-56.555724,24.182476,1,36,174.6
151,sanasya,sanasya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1033.41,46524,2024-01-16,23:49:28,-25.400375,-105.545096,1,31,145.7
152,akshaya,akshaya@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3817.84,49089,2024-08-03,17:49:07,70.120719,20.642166,0,66,303.6
153,mahitha,mahitha@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4928.81,83658,2024-11-29,11:44:41,10.80716,-101.843204,0,14,64.4
154,kruthika,kruthika@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1309.87,77449,2024-06-12,17:19:30,-24.744711,72.088664,1,69,293.25
155,abhishek,abhishek@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3479.61,42203,2024-10-28,06:51:44,86.18136,-67.298126,0,49,237.65
156,shree,shree@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2335.73,89650,2024-11-04,14:23:54,-6.24548,-52.190894,0,20,92.0
157,divya,divya@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3195.6,41188,2024-10-29,03:40:32,1.727653,159.130193,0,28,119.0
158,manisha,manisha@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3277.59,91875,2024-03-13,03:31:39,-10.545976,57.591861,1,2,9.7
159,teja,teja@gmail.com,Fleet Manager,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4043.76,11769,2024-05-28,15:43:11,-52.305824,129.506516,1,45,202.5
160,ram,ram@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3151.93,66442,2024-04-25,03:03:31,72.762517,-156.991041,1,42,203.7
161,sanasya,sanasya@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4057.49,03515,2024-06-17,21:09:04,68.73851,95.021792,0,88,426.8
162,akshaya,akshaya@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2983.33,65398,2024-09-02,14:13:46,-54.641094,43.775484,0,32,147.2
163,mahitha,mahitha@gmail.com,Fleet Manager,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3234.66,61568,2024-09-20,23:29:10,2.615615,161.73545,0,23,111.55
164,kruthika,kruthika@gmail.com,Fleet Manager,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2882.46,79475,2024-11-04,14:02:38,41.57822,44.770201,0,55,266.75
165,abhishek,abhishek@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1453.5,27610,2024-10-07,23:23:12,-81.786951,-31.383065,1,1,4.6
166,shree,shree@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1544.45,75709,2024-04-29,12:54:18,-82.899438,-66.410752,1,51,239.7
167,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3723.78,33296,2024-01-21,00:38:17,-63.494073,166.645974,1,73,310.25
168,manisha,manisha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4227.54,19616,2024-09-25,10:21:37,68.38376,98.083738,1,18,81.0
169,teja,teja@gmail.com,Fleet Manager,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1458.82,41767,2024-04-22,17:53:38,-37.034944,-168.425025,0,39,183.3
170,ram,ram@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1942.78,15185,2024-07-01,16:05:26,-36.273005,-3.323299,0,28,135.8
171,sanasya,sanasya@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3790.32,73553,2024-05-15,06:06:46,35.692137,47.569056,1,48,232.8
172,akshaya,akshaya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2756.74,42510,2024-10-21,11:42:34,89.712857,90.179427,1,12,54.0
173,mahitha,mahitha@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2009.86,49643,2024-07-16,15:58:19,17.623235,-39.643809,1,12,56.4
174,kruthika,kruthika@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3466.12,11103,2024-06-28,15:45:54,-24.754465,164.665928,0,46,195.5
175,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2036.17,17192,2024-01-11,20:18:44,10.257759,86.185339,0,10,46.0
176,shree,shree@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1573.15,47019,2024-07-17,21:39:51,35.4546,141.245446,0,40,184.0
177,divya,divya@gmail.com,Fleet Manager,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1859.62,95409,2024-06-13,08:02:58,64.429156,51.640416,1,38,178.6
178,manisha,manisha@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4290.29,85978,2024-09-18,09:18:59,88.797508,-88.988147,1,99,480.15
179,teja,teja@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4128.81,24799,2024-04-09,03:30:40,-13.338537,-42.505798,0,57,242.25
180,ram,ram@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1093.78,63687,2024-02-17,20:27:48,71.746432,23.783248,0,71,333.7
181,sanasya,sanasya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4175.49,97513,2024-10-26,02:27:12,-36.118754,35.799566,1,5,24.25
182,akshaya,akshaya@gmail.com,Fleet Manager,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3539.54,13593,2024-09-17,05:56:24,26.456821,-148.053084,1,75,318.75
183,mahitha,mahitha@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3259.97,73386,2024-09-11,16:36:43,-58.259815,67.611965,0,38,161.5
184,kruthika,kruthika@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4405.76,22362,2024-07-06,06:41:14,-41.989005,148.278032,0,81,372.6
185,abhishek,abhishek@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1138.96,95395,2024-01-21,11:11:21,41.209588,-28.16828,0,63,267.75
186,shree,shree@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1150.11,62851,2024-06-30,13:40:20,-31.768824,-82.733396,1,59,277.3
187,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1480.43,79675,2024-02-01,17:53:12,-64.472724,-154.732529,0,18,76.5
188,manisha,manisha@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3874.46,06295,2024-09-21,02:38:34,-34.536128,-175.833568,1,3,13.8
189,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1364.61,84271,2024-01-05,07:09:56,50.681291,-109.678192,1,55,247.5
190,ram,ram@gmail.com,Fleet Manager,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3628.25,64211,2024-09-03,18:13:30,23.809961,-107.300524,1,4,18.0
191,sanasya,sanasya@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2488.14,55242,2024-07-12,02:39:22,4.104183,-74.415534,1,98,441.0
192,akshaya,akshaya@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1371.26,81427,2024-06-20,07:38:23,-13.086514,-122.261543,1,13,63.05
193,mahitha,mahitha@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4346.8,19002,2024-11-14,21:33:21,89.649792,-92.409042,1,7,32.9
194,kruthika,kruthika@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2105.53,01216,2024-08-21,22:06:51,-16.303879,-163.549391,0,49,230.3
195,abhishek,abhishek@gmail.com,Fleet Manager,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3648.66,07214,2024-03-30,18:54:52,73.633455,-100.139758,0,7,32.9
196,shree,shree@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1681.82,99118,2024-09-15,00:53:48,25.307065,52.945925,0,81,364.5
197,divya,divya@gmail.com,Fleet Manager,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1316.05,81255,2024-05-24,01:18:12,80.18096,-72.293156,1,40,180.0
198,manisha,manisha@gmail.com,Fleet Manager,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4848.48,14257,2024-03-05,05:29:37,53.628022,-148.71568,1,81,372.6
199,teja,teja@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1178.41,85898,2024-02-27,17:52:58,24.107232,106.520553,0,21,96.6
200,ram,ram@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1051.53,86029,2024-08-21,03:40:07,-85.475962,171.592983,0,41,192.7
201,sanasya,sanasya@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4471.44,88830,2024-06-05,16:31:48,-34.687717,-164.33561,1,19,85.5
202,akshaya,akshaya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2149.63,89100,2024-01-23,16:16:29,-82.926268,-156.228789,0,84,378.0
203,mahitha,mahitha@gmail.com,Fleet Manager,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3691.6,54584,2024-01-02,09:38:28,28.644638,-117.009484,1,67,284.75
204,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2752.05,10920,2024-09-28,00:05:39,58.083285,96.793072,1,82,377.2
205,abhishek,abhishek@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2994.67,94635,2024-01-22,04:05:08,65.319963,-176.093779,0,97,436.5
206,shree,shree@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2540.54,22787,2024-02-18,00:49:47,-35.471014,9.609401,0,87,369.75
207,divya,divya@gmail.com,Fleet Manager,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4967.98,54958,2024-01-31,23:59:50,-63.258793,121.762876,0,47,211.5
208,manisha,manisha@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3992.01,93521,2024-10-09,19:49:47,50.855197,107.015492,0,29,140.65
209,teja,teja@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1311.54,16613,2024-07-10,12:35:51,61.373927,45.814193,0,72,349.2
210,ram,ram@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2279.36,19972,2024-09-04,04:52:22,58.982077,153.047898,1,84,394.8
211,sanasya,sanasya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2507.92,68575,2024-07-05,19:09:49,-10.274009,-61.125215,0,57,267.9
212,akshaya,akshaya@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4207.03,74134,2024-09-19,22:27:25,2.256832,-36.671015,1,60,276.0
213,mahitha,mahitha@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1485.58,25975,2024-02-08,23:34:55,-70.810544,54.732281,0,49,230.3
214,kruthika,kruthika@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3040.82,77181,2024-04-16,05:20:46,42.693438,-16.719196,0,61,280.6
215,abhishek,abhishek@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3186.18,11464,2024-07-08,09:24:56,78.936087,177.992204,1,62,285.2
216,shree,shree@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2391.12,25867,2024-09-22,11:50:27,-60.51467,-153.498849,1,90,414.0
217,divya,divya@gmail.com,Fleet Manager,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3320.32,80449,2024-07-08,17:15:25,-64.254164,-94.189555,0,63,305.55
218,manisha,manisha@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2241.19,23788,2024-10-31,10:06:46,20.2098,-154.193425,1,50,230.0
219,teja,teja@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4791.0,42827,2024-03-29,10:21:17,58.157215,132.884294,1,66,280.5
220,ram,ram@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1698.26,21631,2024-07-05,17:06:51,-61.506242,5.127961,1,66,303.6
221,sanasya,sanasya@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2260.09,57318,2024-05-23,22:20:48,-67.863276,-150.500132,0,34,164.9
222,akshaya,akshaya@gmail.com,Fleet Manager,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3683.48,02008,2024-09-10,05:16:34,-38.85319,-92.036874,1,49,225.4
223,mahitha,mahitha@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1772.22,46792,2024-03-03,13:50:36,63.064422,-17.261175,0,88,404.8
224,kruthika,kruthika@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3561.9,16645,2024-05-23,10:28:38,-38.119322,-45.937342,1,53,225.25
225,abhishek,abhishek@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2537.14,24786,2024-11-10,13:37:25,-29.83906,87.354975,1,12,51.0
226,shree,shree@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3238.28,14926,2024-10-04,08:04:52,69.940308,106.151305,0,68,319.6
227,divya,divya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3915.11,29337,2024-06-14,10:14:55,-44.558538,114.891057,0,98,441.0
228,manisha,manisha@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3148.49,77762,2024-05-15,15:47:22,2.068982,-1.725265,1,24,110.4
229,teja,teja@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3385.96,16323,2024-01-08,11:28:06,-4.457269,0.235524,1,84,407.4
230,ram,ram@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4662.11,76167,2024-09-27,21:33:57,2.210192,141.873978,0,30,127.5
231,sanasya,sanasya@gmail.com,Driver,santhosh,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4656.54,00516,2024-01-13,22:29:12,12.152011,-90.928075,0,86,387.0
232,akshaya,akshaya@gmail.com,Driver,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3000.17,45759,2024-10-04,20:49:12,51.043237,-120.482883,1,60,282.0
233,mahitha,mahitha@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4393.62,64289,2024-11-20,07:48:03,73.366506,102.746751,0,31,145.7
234,kruthika,kruthika@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1829.29,29247,2024-08-13,21:20:58,-29.670797,102.830715,1,15,63.75
235,abhishek,abhishek@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4627.57,14667,2024-01-17,03:04:29,59.880373,85.059021,1,71,333.7
236,shree,shree@gmail.com,Fleet Manager,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4905.32,81938,2024-05-14,21:01:39,72.379017,-103.774336,0,29,123.25
237,divya,divya@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4969.95,97237,2024-04-05,17:34:19,64.731679,61.038403,1,48,220.8
238,manisha,manisha@gmail.com,Fleet Manager,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2341.14,93166,2024-08-08,03:57:35,-22.28352,147.211797,0,43,202.1
239,teja,teja@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2954.95,88488,2024-10-29,02:36:00,-76.942056,69.561961,0,64,310.4
240,ram,ram@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1135.44,89542,2024-02-03,11:35:36,21.676117,-134.215843,1,26,122.2
241,sanasya,sanasya@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2724.77,68881,2024-05-19,19:53:29,9.019247,39.259917,0,12,54.0
242,akshaya,akshaya@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3630.24,12377,2024-10-16,09:21:42,77.739249,29.313029,0,100,485.0
243,mahitha,mahitha@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2933.47,40442,2024-01-16,05:27:25,-32.239647,-128.317462,0,15,63.75
244,kruthika,kruthika@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3622.56,72084,2024-10-07,19:23:40,4.756518,-143.712134,0,24,108.0
245,abhishek,abhishek@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2193.07,46715,2024-11-04,12:25:30,64.920986,-133.511836,1,5,21.25
