id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
121,websterandrea,websterandrea@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2779.41,10475,2024-05-26,13:33:56,-45.170246,46.250139,1,48,232.8
122,walkerholly,walkerholly@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4373.68,43161,2024-01-07,04:39:07,-22.416723,151.373782,1,7,31.5
123,kylehendricks,kylehendricks@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3968.71,49181,2024-09-17,23:02:53,22.130085,-6.279158,1,55,258.5
124,mcguiremakayla,mcguiremakayla@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4304.66,53731,2024-03-15,20:15:30,-49.304315,-103.796231,0,57,262.2
125,michele79,michele79@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3120.03,73980,2024-05-25,12:32:22,68.491345,42.530223,0,19,80.75
126,mariathompson,mariathompson@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4330.44,18270,2024-04-09,09:49:06,-50.678428,-113.407428,1,97,446.2
127,brianna28,brianna28@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3562.36,39729,2024-06-24,13:55:06,-83.551715,69.1315,1,76,368.6
128,mirandacatherine,mirandacatherine@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2161.86,93804,2024-09-15,15:51:19,77.714512,43.252801,0,60,255.0
129,bennettjason,bennettjason@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2015.07,06619,2024-05-03,04:24:53,13.828857,164.072559,0,94,441.8
130,pwilliamson,pwilliamson@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3734.65,63238,2024-10-02,08:07:26,-8.555298,-127.688372,0,8,36.0
131,felicia72,felicia72@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1741.34,46787,2024-08-16,16:06:10,-72.033937,30.211255,0,99,420.75
132,parkerteresa,parkerteresa@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1892.13,02607,2024-08-06,07:44:07,-33.479616,177.19283,0,84,394.8
133,collinsjason,collinsjason@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2925.85,28254,2024-06-13,19:35:47,-37.833644,-57.207772,0,5,21.25
134,jonesjason,jonesjason@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2737.49,81019,2024-04-17,11:08:06,6.828851,-173.039896,0,32,136.0
135,janet50,janet50@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1850.29,96452,2024-08-29,08:45:31,-36.441606,-0.635502,0,1,4.25
136,owensdonald,owensdonald@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3751.76,55507,2024-07-07,05:48:20,60.842891,-167.493891,1,92,446.2
137,brookssarah,brookssarah@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1908.12,93260,2024-06-17,19:23:40,-22.13315,10.368683,1,15,72.75
138,xoneal,xoneal@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2358.76,46557,2024-06-19,05:49:09,18.128381,150.538453,0,72,338.4
139,xcarter,xcarter@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4394.74,31950,2024-05-16,04:19:04,48.133661,31.059468,1,74,333.0
140,brandon89,brandon89@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1295.95,98960,2024-09-14,11:22:30,-57.827207,-164.793745,1,76,342.0
141,davissean,davissean@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3806.2,40661,2024-11-09,13:48:26,34.45772,-4.18315,1,52,221.0
142,bentonrhonda,bentonrhonda@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2664.34,73745,2024-09-03,05:42:28,-45.193448,-116.442306,0,43,208.55
143,sarah05,sarah05@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3579.79,94834,2024-08-04,11:48:26,63.242591,-10.279521,0,88,396.0
144,catherine78,catherine78@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2547.89,10104,2024-07-13,02:47:25,70.468914,-118.798668,1,79,335.75
145,cking,cking@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1160.06,13992,2024-08-06,23:35:56,-51.824526,-39.030167,0,67,308.2
146,griffithchristina,griffithchristina@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1384.59,45882,2024-07-22,14:54:57,35.762705,-178.33872,1,75,337.5
147,brios,brios@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4735.42,30181,2024-08-25,08:29:42,-1.903376,-25.51392,1,90,382.5
148,gsmith,gsmith@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4354.76,16517,2024-11-18,20:03:43,2.867699,-25.258113,0,50,225.0
149,jacquelinelyons,jacquelinelyons@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1606.38,56309,2024-09-02,12:32:37,31.846312,106.775274,1,33,148.5
150,mandrade,mandrade@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1081.85,70926,2024-01-11,20:22:18,-10.641294,24.500892,0,20,97.0
151,gregoryaguilar,gregoryaguilar@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1098.38,39930,2024-04-23,01:47:44,65.525057,41.434086,1,20,92.0
152,jreese,jreese@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3634.07,60270,2024-10-07,02:15:34,-40.369881,-171.169176,0,9,43.65
153,derek64,derek64@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4107.11,08500,2024-07-31,04:54:26,56.146342,-42.536712,1,69,293.25
154,allen52,allen52@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3299.08,27485,2024-07-12,18:54:57,-4.150819,70.989516,1,20,85.0
155,glenn84,glenn84@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4557.81,51719,2024-06-13,07:33:06,-89.480193,-103.067068,0,90,382.5
156,veronicagibson,veronicagibson@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1034.91,45029,2024-06-24,01:51:10,23.032907,39.090165,0,58,272.6
157,parkmary,parkmary@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3008.45,61826,2024-10-06,01:38:41,-47.902247,1.415733,0,50,242.5
158,mjones,mjones@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4648.6,82059,2024-09-08,04:53:10,-24.545547,18.891122,0,99,480.15
159,eileen86,eileen86@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1675.1,11659,2024-08-09,18:07:25,-56.675833,126.260365,1,87,408.9
160,robertanderson,robertanderson@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1249.54,14596,2024-10-05,12:12:44,-7.291608,-80.487975,1,19,80.75
161,hwheeler,hwheeler@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3072.45,44868,2024-04-11,01:16:28,76.735977,-47.936279,0,84,378.0
162,vmartinez,vmartinez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1204.09,57191,2024-10-23,19:43:18,38.108173,-100.061184,1,62,291.4
163,michaelyoung,michaelyoung@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1609.81,29332,2024-01-09,20:02:59,-32.145565,23.739183,1,10,46.0
164,mmckinney,mmckinney@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2566.26,57606,2024-06-29,04:44:09,-56.755005,3.555058,0,69,334.65
165,xkane,xkane@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1884.84,70268,2024-07-06,06:08:38,6.600783,108.967105,1,32,136.0
166,glarson,glarson@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4730.5,26951,2024-10-04,21:08:31,87.001561,-150.305168,1,38,171.0
167,desiree54,desiree54@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1128.19,65927,2024-09-13,22:01:21,-58.012719,-14.682718,0,69,334.65
168,loganwallace,loganwallace@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3100.19,47310,2024-03-30,15:24:45,39.392553,110.693929,0,35,148.75
169,david37,david37@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2955.65,27931,2024-03-11,19:22:38,0.694824,133.026739,1,52,252.2
170,johnsondaniel,johnsondaniel@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1047.27,83126,2024-11-04,20:16:03,-3.42212,147.151788,0,41,174.25
171,jo55,jo55@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4600.43,21858,2024-05-20,18:51:08,16.383713,-115.61921,0,96,432.0
172,garnerethan,garnerethan@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3350.8,68180,2024-04-16,22:24:24,3.838849,-24.606825,1,58,281.3
173,terrylucas,terrylucas@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1056.38,16446,2024-04-26,00:06:48,-68.48373,24.614769,0,26,119.6
174,nicolejohnson,nicolejohnson@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2975.93,37221,2024-10-03,09:27:29,-7.606461,53.144779,1,100,485.0
175,yvonne66,yvonne66@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1356.23,11736,2024-01-30,12:38:47,26.176217,-27.336797,1,81,372.6
176,katherine11,katherine11@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2700.11,73882,2024-05-06,20:46:44,70.890225,126.780896,1,85,399.5
177,danielcarter,danielcarter@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4356.94,91722,2024-11-11,19:12:22,-72.918616,-51.60572,1,98,441.0
178,garrettmary,garrettmary@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4857.53,55332,2024-02-26,20:41:41,-28.516553,174.283828,0,31,150.35
179,lewisjoshua,lewisjoshua@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1631.7,51036,2024-11-25,09:01:56,-85.585984,155.131901,0,67,301.5
180,kathryn71,kathryn71@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2110.75,28767,2024-11-23,02:42:41,-49.39272,-105.0337,1,55,233.75
181,qjohnson,qjohnson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2120.41,10797,2024-01-03,17:57:43,-86.952542,122.124812,0,47,227.95
182,rchambers,rchambers@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2073.04,73774,2024-03-24,03:47:19,30.611042,0.699565,0,36,153.0
183,carlsontara,carlsontara@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2507.09,45788,2024-07-08,03:16:46,-56.382675,92.986291,1,52,244.4
184,lori10,lori10@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3595.92,52996,2024-01-25,04:54:49,47.916987,-99.07287,1,42,203.7
185,brentrogers,brentrogers@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2365.8,66219,2024-04-04,07:42:15,39.84371,-26.972649,0,1,4.85
186,hlynch,hlynch@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1235.2,83189,2024-07-26,17:20:58,16.241835,45.517861,1,33,148.5
187,adavis,adavis@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2247.66,89473,2024-07-02,05:15:26,73.974683,102.425835,0,67,284.75
188,fclark,fclark@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2445.9,42149,2024-05-13,12:37:16,-55.798867,86.054667,1,69,293.25
189,madelinehughes,madelinehughes@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2547.41,41843,2024-01-18,02:36:23,30.52521,136.412816,1,53,243.8
190,lisaclay,lisaclay@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4365.34,71485,2024-05-27,17:43:33,-62.500946,132.773408,1,70,297.5
191,pittsjames,pittsjames@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4385.51,36163,2024-05-14,04:19:25,-58.677784,-87.275045,1,90,382.5
192,wendylarson,wendylarson@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4768.83,91125,2024-05-26,11:38:30,40.215918,109.600229,0,96,432.0
193,cholloway,cholloway@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1914.64,48453,2024-08-03,12:08:18,-37.787164,104.97762,0,81,364.5
194,ryan62,ryan62@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4369.39,92490,2024-06-17,07:04:31,-83.081034,-29.311012,0,5,23.5
195,chad31,chad31@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1751.09,79975,2024-04-08,16:07:37,-56.101183,8.818666,1,39,179.4
196,imitchell,imitchell@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1306.6,22069,2024-07-11,18:33:55,88.951208,-81.898019,0,42,189.0
197,matthewsjohn,matthewsjohn@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3476.51,47141,2024-08-18,14:28:36,-1.197449,-90.869092,1,69,324.3
198,morenodavid,morenodavid@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1601.68,61085,2024-04-06,14:59:42,-35.996298,118.267811,0,89,418.3
199,dsmith,dsmith@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1296.55,12878,2024-08-03,23:53:48,-59.136403,-43.309676,0,36,165.6
200,alanalvarez,alanalvarez@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1686.83,01672,2024-01-30,13:29:09,28.232613,-115.378171,1,85,361.25
201,robertlynch,robertlynch@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1143.82,29436,2024-03-24,15:23:53,65.179796,86.525843,0,95,437.0
202,natalie33,natalie33@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2989.19,80745,2024-10-05,08:41:18,68.409993,60.746873,1,90,382.5
203,jessica99,jessica99@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3594.29,06721,2024-10-17,15:34:47,8.187245,120.917726,0,94,432.4
204,fallison,fallison@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1389.71,42676,2024-04-23,06:00:23,-77.439908,33.371485,1,75,363.75
205,john95,john95@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1264.68,97282,2024-10-01,00:56:57,37.485935,-106.968015,1,86,404.2
206,samuelwashington,samuelwashington@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4542.98,86743,2024-07-05,06:44:11,-68.750741,-38.63272,1,50,225.0
207,martinschmidt,martinschmidt@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1667.97,19776,2024-03-09,00:01:04,17.884874,177.958583,1,50,242.5
208,sgregory,sgregory@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4190.7,62830,2024-07-20,02:24:08,26.374479,172.210777,1,79,335.75
209,maria79,maria79@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3644.37,30091,2024-05-06,03:06:45,-22.142372,-45.692295,1,55,253.0
210,abigail97,abigail97@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1799.74,74261,2024-10-23,00:27:13,13.963275,51.956155,1,44,187.0
211,carriejones,carriejones@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2925.9,51401,2024-08-22,01:03:27,-54.004949,-149.622633,0,78,351.0
212,vbrandt,vbrandt@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2087.18,16992,2024-10-23,04:29:54,-31.898077,-35.879203,0,23,103.5
213,jamesabigail,jamesabigail@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1043.8,37873,2024-08-28,18:14:50,53.495134,-154.820417,0,47,216.2
214,danieladams,danieladams@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3100.41,32045,2024-10-14,10:03:27,-40.278305,139.786469,1,55,253.0
215,traviswesley,traviswesley@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1140.98,36660,2024-02-27,08:21:15,59.854493,84.236161,1,33,148.5
216,robert23,robert23@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3307.65,26598,2024-06-16,16:18:34,73.855764,79.949921,1,70,297.5
217,ppowers,ppowers@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4038.53,74584,2024-06-09,23:56:15,-76.773985,15.504821,0,20,97.0
218,sharon97,sharon97@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2687.4,90142,2024-06-22,04:49:00,63.821766,95.136114,1,39,165.75
219,johnsonstephanie,johnsonstephanie@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1962.46,70635,2024-05-31,08:00:31,-61.965188,-127.44738,0,11,49.5
220,haleyhunt,haleyhunt@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3222.66,37851,2024-11-08,10:44:23,-18.628467,177.370487,0,21,98.7
221,maxwellvictoria,maxwellvictoria@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4810.14,92958,2024-05-17,11:48:26,-82.852886,165.958377,0,54,243.0
222,allen16,allen16@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2029.46,80538,2024-06-16,09:23:53,-29.015956,116.501144,0,91,418.6
223,kheath,kheath@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2499.67,28202,2024-03-06,19:16:52,5.705776,54.903579,0,33,151.8
224,christinasullivan,christinasullivan@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4527.27,68818,2024-10-07,04:59:54,-8.548096,-136.649768,1,33,155.1
225,kevin19,kevin19@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4548.37,06895,2024-01-01,17:54:10,27.6943,-50.448561,1,20,90.0
226,snowkaren,snowkaren@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1625.85,51052,2024-08-15,22:13:22,-68.749703,-33.479856,0,33,151.8
227,walshmolly,walshmolly@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4885.35,93826,2024-09-20,07:50:10,83.624506,61.898722,1,26,119.6
228,katherinepreston,katherinepreston@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2612.92,03399,2024-07-29,23:38:50,56.321823,-67.443302,1,37,173.9
229,aprilroy,aprilroy@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4601.9,72897,2024-02-05,09:51:58,39.933766,68.827708,0,96,408.0
230,stephenssusan,stephenssusan@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4572.78,22316,2024-02-20,13:04:35,61.132041,-72.542783,0,6,25.5
231,davidgriffin,davidgriffin@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2847.47,86272,2024-08-18,23:44:41,-4.111615,117.35866,1,48,232.8
232,agibson,agibson@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4096.06,44624,2024-02-27,02:01:45,-14.739742,-54.441891,1,15,70.5
233,aaron31,aaron31@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2755.75,46555,2024-09-09,19:20:57,-9.548285,119.058974,1,64,294.4
234,fosterjustin,fosterjustin@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3524.26,55035,2024-06-23,08:39:12,-54.629452,148.608785,0,32,150.4
235,amy63,amy63@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4427.34,37309,2024-09-25,01:49:48,62.877473,-61.492009,1,69,324.3
236,barronashley,barronashley@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1668.41,04608,2024-05-25,20:35:33,-58.54631,137.386179,0,84,394.8
237,fwilcox,fwilcox@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2924.44,61181,2024-05-31,16:47:20,13.156595,-153.001757,0,13,59.8
238,whaynes,whaynes@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2649.65,94852,2024-07-13,16:51:22,44.265399,-141.454355,1,1,4.5
239,wsmall,wsmall@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1954.26,29458,2024-03-10,03:16:38,-84.499585,-19.331659,0,31,131.75
240,brooksvictor,brooksvictor@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4171.0,78881,2024-04-03,11:44:36,69.751902,26.279865,0,25,117.5
